Data Solicitação;Data Aprovação;Data Programada;Data Recebimento;Número Solicitação;Cod. Cliente;Razão Social;UF Cliente;Qtd. Cartuchos;Cód. Categoria;Desc. Categoria;Transportadora;Status
03/11/2009;03/11/2009;06/11/2009;;C09110000114;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;80;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
04/11/2009;04/11/2009;10/11/2009;;C09110000386;163;cprinter informatica e comercio ltda epp;SP;31;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
06/11/2009;06/11/2009;10/11/2009;;C09110000548;119;BIRD SOLUTION LTDA;SP;61;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
06/11/2009;06/11/2009;17/11/2009;;C09110000629;118;DISTRIFILM COMERCIAL LTDA;SP;61;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
10/11/2009;10/11/2009;16/11/2009;;C09110000971;314;Centro de Hematologia de São Paulo;SP;21;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
11/11/2009;12/11/2009;19/11/2009;;C09110001005;231;PRODUS PRODUTOS E SOLUÇÕES PARA INFORMATICA LTDA;BA;160;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
11/11/2009;12/11/2009;19/11/2009;;C09110001196;231;PRODUS PRODUTOS E SOLUÇÕES PARA INFORMATICA LTDA;BA;33;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
12/11/2009;12/11/2009;;;C09110001277;315;PAC PROMMOS COMUNICAÇÃO PROMOÇÃO E MERCHANDISING LTDA;SP;7;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Cancelada
12/11/2009;12/11/2009;17/11/2009;;C09110001358;143;Carmel Comercial Ltda;SP;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
12/11/2009;12/11/2009;17/11/2009;;C09110001439;280;Hotal Camping Estância Atibainha Ltda.;SP;9;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
12/11/2009;12/11/2009;19/11/2009;;C09110001510;118;DISTRIFILM COMERCIAL LTDA;SP;38;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
16/11/2009;17/11/2009;18/11/2009;;C09110001609;119;BIRD SOLUTION LTDA;SP;37;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
16/11/2009;17/11/2009;23/11/2009;;C09110001781;133;AMC Comunicação S/C Ltda;SP;10;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
17/11/2009;17/11/2009;;;C09110001943;118;DISTRIFILM COMERCIAL LTDA;SP;40;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
