Data Solicitação;Data Aprovação;Data Programada;Data Recebimento;Número Solicitação;Cod. Cliente;Razão Social;UF Cliente;Qtd. Cartuchos;Cód. Categoria;Desc. Categoria;Transportadora;Status
19/08/2008;31/10/2008;;;C08080000121;114;Banco Itau ;PR;100;7;Empresas / Estados PR; SC e RS;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Cancelada
22/08/2008;;;;C08080000202;115;Don Paco Moveis LTDA;SP;21;5;Empresas / Estado de São Paulo;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Rejeitada
25/08/2008;;;;C08080000393;116;A;SP;21;5;Empresas / Estado de São Paulo;;Em espera de Aprovação
08/09/2008;09/09/2008;09/09/2008;30/09/2008;C08090000248;118;DISTRIFILM COMERCIAL LTDA;SP;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/09/2008;09/09/2008;10/09/2008;21/10/2008;C08090000329;119;BIRD SOLUTION LTDA;SP;78;4;Revendedor;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Encerrada
15/09/2008;16/09/2008;18/09/2008;30/10/2008;C08090000400;118;DISTRIFILM COMERCIAL LTDA;SP;217;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
16/09/2008;16/09/2008;17/09/2008;14/10/2008;C08090000590;120;CSV PALOTINAS- COLÉGIO SÃO JOSÉ;SP;70;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Encerrada
16/09/2008;16/09/2008;19/09/2008;14/10/2008;C08090000671;121;Multh Comércio Materiais Equipamentos Ltda;SP;40;4;Revendedor;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Encerrada
18/09/2008;18/09/2008;26/09/2008;30/10/2008;C08090000752;122;Tecnopop Comunicação Visual e Multimídia Ltda;Rj;20;6;Empresas / Estados RJ; MG e ES;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Encerrada
18/09/2008;18/09/2008;29/09/2008;30/10/2008;C08090000833;123;Dimex do Triângulo Ltda;MG;60;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
22/09/2008;22/09/2008;24/09/2008;14/10/2008;C08090000914;124;ALLDORA TECNOLOGIA LTDA;SP;40;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
25/09/2008;25/09/2008;29/09/2008;;C08090001058;125;Taji Consultoria e Assessoria Ltda.;SP;50;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
25/09/2008;25/09/2008;29/09/2008;14/10/2008;C08090001139;118;DISTRIFILM COMERCIAL LTDA;SP;118;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
25/09/2008;26/09/2008;09/10/2008;12/12/2008;C08090001210;126;DEPARTAMENTO ESTADUAL DE TRANSITO;BA;102;3;Órgãos Públicos e Empresas Estatais;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Encerrada
