Data Solicitação;Data Aprovação;Data Programada;Data Recebimento;Número Solicitação;Cod. Cliente;Razão Social;UF Cliente;Qtd. Cartuchos;Cód. Categoria;Desc. Categoria;Transportadora;Status
27/05/2009;27/05/2009;05/06/2009;24/11/2009;C09050005875;207;Instituto Nacional de Traumatologia e Ortopedia;RJ;44;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
28/05/2009;28/05/2009;18/06/2009;24/11/2009;C09050006251;132;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;RJ;250;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
26/06/2009;26/06/2009;02/07/2009;24/11/2009;C09060003603;275;IDEECON CONSULTORIA EMPESARIAL LTDA;SP;7;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Encerrada
31/08/2009;31/08/2009;04/09/2009;24/11/2009;C09080005709;130;COMPANHIA DO METROPOLITANO DE SÃO PAULO;SP;105;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
02/09/2009;02/09/2009;08/09/2009;24/11/2009;C09090000181;118;DISTRIFILM COMERCIAL LTDA;SP;196;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/09/2009;11/09/2009;17/09/2009;24/11/2009;C09090001900;263;Forprint Com. e Serv. de Informática Ltda.;SP;8;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Encerrada
11/09/2009;11/09/2009;18/09/2009;24/11/2009;C09090002478;228;FK EQUIPAMENTOS PARA ESCRITÓRIO LTDA.;SP;248;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
18/09/2009;18/09/2009;24/09/2009;24/11/2009;C09090003954;228;FK EQUIPAMENTOS PARA ESCRITÓRIO LTDA.;SP;187;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
18/09/2009;18/09/2009;22/09/2009;24/11/2009;C09090004098;118;DISTRIFILM COMERCIAL LTDA;SP;85;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
23/09/2009;24/09/2009;30/09/2009;24/11/2009;C09090004500;132;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;RJ;240;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
29/09/2009;29/09/2009;07/10/2009;24/11/2009;C09090005221;194;Equipa Máquinas e Utensílios para Escritórios Ltda;SP;106;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
30/09/2009;30/09/2009;08/10/2009;24/11/2009;C09090005574;219;FLC INDUSTRIA E COMERCIO DE PLASTICOS LTDA;SP;70;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Encerrada
30/09/2009;30/09/2009;06/10/2009;24/11/2009;C09090005817;119;BIRD SOLUTION LTDA;SP;90;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/10/2009;07/10/2009;16/10/2009;24/11/2009;C09100001231;212;copylink equipamentos para escritorio ltda;pr;61;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
22/10/2009;22/10/2009;28/10/2009;24/11/2009;C09100004257;157;Gloria Andreza Moreira ME;SP;20;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Encerrada
22/10/2009;22/10/2009;29/10/2009;24/11/2009;C09100004338;217;MONTE TABOR - CENTRO ÍTALO BRASILEIRO DE PROMOÇÃO SANITÁRIA ;BA;100;8;Empresas / Estados do Nordeste;ATLAS LOGÍSTICA LTDA;Encerrada
27/10/2009;28/10/2009;05/11/2009;24/11/2009;C09100004842;119;BIRD SOLUTION LTDA;SP;55;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
27/10/2009;28/10/2009;09/11/2009;24/11/2009;C09100004923;176;IRB-BRASIL RESSEGUROS S.A.;RJ;114;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
28/10/2009;28/10/2009;04/11/2009;24/11/2009;C09100005300;152;ALLDORA TECNOLOGIA LTDA;SP;78;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
28/10/2009;29/10/2009;05/11/2009;24/11/2009;C09100005490;132;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;RJ;400;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
29/10/2009;29/10/2009;04/11/2009;24/11/2009;C09100005652;119;BIRD SOLUTION LTDA;SP;35;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
30/10/2009;30/10/2009;05/11/2009;24/11/2009;C09100005814;119;BIRD SOLUTION LTDA;SP;40;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
30/10/2009;30/10/2009;04/11/2009;24/11/2009;C09100006039;312;Atrium Consultoria Ltda;SP;25;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Encerrada
30/10/2009;30/10/2009;06/11/2009;24/11/2009;C09100006381;221;S/A O Estado de São Paulo;SP;50;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Encerrada
30/10/2009;03/11/2009;06/11/2009;24/11/2009;C09100006543;171;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;SP;90;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
03/11/2009;03/11/2009;06/11/2009;24/11/2009;C09110000114;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;80;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/11/2009;06/11/2009;10/11/2009;24/11/2009;C09110000548;119;BIRD SOLUTION LTDA;SP;61;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/11/2009;10/11/2009;16/11/2009;24/11/2009;C09110000971;314;Centro de Hematologia de São Paulo;SP;21;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Encerrada
