Data Solicitação;Data Aprovação;Data Programada;Data Recebimento;Número Solicitação;Cod. Cliente;Razão Social;UF Cliente;Qtd. Cartuchos;Cód. Categoria;Desc. Categoria;Transportadora;Status
05/30/2014;06/02/2014;;;C14050013963;123;Dimex do Triângulo Ltda;MG;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
05/30/2014;06/02/2014;;;C14050014005;549;Alldora Tecnologia;SP;60;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aprovada
06/02/2014;06/03/2014;;;C14060000325;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
06/02/2014;06/03/2014;;;C14060002026;132;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;RJ;1500;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Aprovada
06/02/2014;06/03/2014;;;C14060002611;369;Equipa Máquinas e Utensílios para Escritórios Ltda;SP;79;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
06/03/2014;06/03/2014;;;C14060002700;175;RMTJ IMPRESSOES LTDA;SP;492;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aprovada
06/03/2014;06/04/2014;;;C14060002883;734;Digital World Representações, Comércio e Serviços Ltda;GO;51;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
06/03/2014;06/04/2014;;;C14060002964;552;Tribunal de Justiça do Estado do Rio de Janeiro;RJ;479;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Aprovada
06/03/2014;06/04/2014;;;C14060003006;780;Instituto Agires;SP;51;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aprovada
06/03/2014;06/04/2014;;;C14060003189;775;INSTITUTO HERMES PARDINI S/A;MG;73;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aprovada
06/04/2014;06/04/2014;;;C14060003855;732;;SP;1;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aprovada
06/05/2014;06/05/2014;;;C14060004070;538;PLANI RESSONANCIA;SP;100;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aprovada
06/05/2014;06/09/2014;;;C14060004150;661;CLEIDE MARA MAZZOTTI DE OLIVEIRA FRANZIN;SP;30;2;Usuário Final-cadastro com CPF (à partir de 15 cart.);ATLAS LOGÍSTICA LTDA;Aprovada
06/05/2014;06/09/2014;;;C14060004231;118;DISTRIFILM COMERCIAL LTDA;SP;50;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
06/05/2014;06/09/2014;;;C14060004312;849;UNIMED MACAÉ COOPERATIVA DE TRABALHO MÉDICO;RJ;36;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aprovada
06/05/2014;06/09/2014;;;C14060004401;677;CLINICA SABEDOTTI LTDA;PR;60;7;Empresas / Estados PR; SC e RS;ATLAS LOGÍSTICA LTDA;Aprovada
06/05/2014;06/09/2014;;;C14060004584;819;ASSISTI TELEINFORMÁTICA LTDA;SP;45;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aprovada
06/05/2014;06/09/2014;;;C14060004665;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
06/05/2014;06/09/2014;;;C14060004746;860;FUNDACAO INSTITUTO DE PESQUISA E ESTUDO DE DIAGNOSTICO POR IMAGEM - FIDI;GO;78;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Aprovada
06/05/2014;06/09/2014;;;C14060005041;228;FK EQUIPAMENTOS PARA ESCRITÓRIO LTDA.;São paulo;43;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
06/06/2014;06/09/2014;;;C14060005122;302;SO  SETTY  COMLTD;SP;20;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
06/06/2014;06/09/2014;;;C14060005203;606;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;SP;54;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
06/06/2014;06/09/2014;;;C14060005394;263;Forprint Com. e Serv. de Informática Ltda.;SP;27;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aprovada
06/09/2014;06/09/2014;;;C14060005807;433;COPFAC MAQUINAS LTDA;SP;127;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
06/09/2014;06/10/2014;;;C14060006013;983;Budai Indústria Metalúrgica Ltda;SP;103;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aprovada
06/10/2014;06/10/2014;;;C14060006102;666;Organização Medica Cruzeiro do Sul S.A.;SP;30;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aprovada
06/10/2014;06/10/2014;;;C14060006285;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;161;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aprovada
06/10/2014;06/10/2014;;;C14060006366;212;copylink equipamentos para escritorio ltda;PR;50;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
06/10/2014;06/10/2014;;;C14060006528;118;DISTRIFILM COMERCIAL LTDA;SP;80;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
