Data Solicitação;Data Aprovação;Data Programada;Data Recebimento;Número Solicitação;Cod. Cliente;Razão Social;UF Cliente;Qtd. Cartuchos;Cód. Categoria;Desc. Categoria;Transportadora;Status
03/28/2013;04/01/2013;;;C13030010448;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;19;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/01/2013;04/02/2013;;;C13040000178;740;Assistência Técnica Pontonet LTDA;SP;184;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Cancelada
04/01/2013;04/02/2013;04/08/2013;04/11/2013;C13040000259;118;DISTRIFILM COMERCIAL LTDA;SP;101;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/01/2013;04/02/2013;04/03/2013;05/07/2013;C13040000330;453;Rossi Regional São Paulo;SP;20;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
04/01/2013;04/02/2013;04/08/2013;05/07/2013;C13040000410;636;ESTATICA ENGENHARIA DE PROJETOS LTDA;SP;20;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
04/01/2013;04/02/2013;;;C13040000500;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;105;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/01/2013;04/02/2013;;;C13040000682;364;Rossi Residencial S/A;SP;45;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/02/2013;04/02/2013;04/09/2013;04/11/2013;C13040000763;175;RMTJ IMPRESSOES LTDA;SP;88;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
04/02/2013;04/03/2013;;;C13040000844;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;150;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/02/2013;04/03/2013;;;C13040000925;741;Centro de Imagem Diagnósticos;MG;20;6;Distribuição;ATLAS LOGÍSTICA LTDA;Cancelada
04/03/2013;04/04/2013;;;C13040001069;683;Consórcio Lapa Pouptaempo;SP;30;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/03/2013;04/04/2013;;;C13040001220;139;;SP;20;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/03/2013;04/04/2013;04/08/2013;06/13/2013;C13040001301;175;RMTJ IMPRESSOES LTDA;SP;352;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
04/03/2013;04/04/2013;;;C13040001492;743;a m correa & cia Ltda.;SP;50;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Aguardando coleta
