Data Solicitação;Data Aprovação;Data Programada;Data Recebimento;Número Solicitação;Cod. Cliente;Razão Social;UF Cliente;Qtd. Cartuchos;Cód. Categoria;Desc. Categoria;Transportadora;Status
03/11/2009;03/11/2009;06/11/2009;24/11/2009;C09110000114;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;80;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/11/2009;04/11/2009;10/11/2009;;C09110000386;163;cprinter informatica e comercio ltda epp;SP;31;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
06/11/2009;06/11/2009;10/11/2009;24/11/2009;C09110000548;119;BIRD SOLUTION LTDA;SP;61;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/11/2009;06/11/2009;17/11/2009;;C09110000629;118;DISTRIFILM COMERCIAL LTDA;SP;61;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
10/11/2009;10/11/2009;16/11/2009;24/11/2009;C09110000971;314;Centro de Hematologia de São Paulo;SP;21;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Encerrada
11/11/2009;12/11/2009;19/11/2009;;C09110001005;231;PRODUS PRODUTOS E SOLUÇÕES PARA INFORMATICA LTDA;BA;160;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
11/11/2009;12/11/2009;19/11/2009;;C09110001196;231;PRODUS PRODUTOS E SOLUÇÕES PARA INFORMATICA LTDA;BA;33;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
12/11/2009;12/11/2009;;;C09110001277;315;PAC PROMMOS COMUNICAÇÃO PROMOÇÃO E MERCHANDISING LTDA;SP;7;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Cancelada
12/11/2009;12/11/2009;17/11/2009;;C09110001358;143;Carmel Comercial Ltda;SP;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
12/11/2009;12/11/2009;17/11/2009;;C09110001439;280;Hotal Camping Estância Atibainha Ltda.;SP;9;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
12/11/2009;12/11/2009;19/11/2009;;C09110001510;118;DISTRIFILM COMERCIAL LTDA;SP;38;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
16/11/2009;17/11/2009;18/11/2009;;C09110001609;119;BIRD SOLUTION LTDA;SP;37;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
16/11/2009;17/11/2009;23/11/2009;;C09110001781;133;AMC Comunicação S/C Ltda;SP;10;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
17/11/2009;17/11/2009;;;C09110001943;118;DISTRIFILM COMERCIAL LTDA;SP;40;4;Revendedor;ATLAS LOGÍSTICA LTDA;Cancelada
19/11/2009;23/11/2009;27/11/2009;;C09110002400;132;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;RJ;400;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Em trânsito
23/11/2009;23/11/2009;27/11/2009;;C09110002753;119;BIRD SOLUTION LTDA;SP;50;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
23/11/2009;25/11/2009;26/11/2009;;C09110002834;118;DISTRIFILM COMERCIAL LTDA;SP;44;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
24/11/2009;24/11/2009;27/11/2009;;C09110002915;221;S/A O Estado de São Paulo;SP;50;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
24/11/2009;25/11/2009;26/11/2009;;C09110003059;118;DISTRIFILM COMERCIAL LTDA;SP;45;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
25/11/2009;25/11/2009;03/12/2009;;C09110003210;317;associação instituro missionário;sp;10;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
25/11/2009;26/11/2009;04/12/2009;;C09110003300;123;Dimex do Triângulo Ltda;MG;70;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
25/11/2009;26/11/2009;04/12/2009;;C09110003482;171;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;SP;132;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
26/11/2009;26/11/2009;27/11/2009;;C09110003563;139;OKIDATA DO BRASIL INFORMÁTICA;SP;80;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
27/11/2009;27/11/2009;01/12/2009;;C09110003725;119;BIRD SOLUTION LTDA;SP;38;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
27/11/2009;27/11/2009;09/12/2009;;C09110003806;319;Latina Manutenção de Rodovias Ltda.;SP;10;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
27/11/2009;27/11/2009;04/12/2009;;C09110003997;135;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;SP;82;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
