Data Solicitação;Data Aprovação;Data Programada;Data Recebimento;Número Solicitação;Cod. Cliente;Razão Social;UF Cliente;Qtd. Cartuchos;Cód. Categoria;Desc. Categoria;Transportadora;Status
01/04/2009;01/04/2009;08/04/2009;01/07/2009;C09040001176;176;IRB-BRASIL RESSEGUROS S.A.;RJ;87;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
02/04/2009;02/04/2009;08/04/2009;07/05/2009;C09040001257;134;CD STUDIO;SP;25;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Encerrada
03/04/2009;03/04/2009;07/04/2009;12/05/2009;C09040001419;140;Tribunal de Contas do Estado de São Paulo;SP;215;3;Órgãos Públicos e Empresas Estatais;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Encerrada
03/04/2009;06/04/2009;08/04/2009;08/05/2009;C09040001508;152;ALLDORA TECNOLOGIA LTDA;SP;39;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/04/2009;06/04/2009;07/04/2009;12/05/2009;C09040001680;118;DISTRIFILM COMERCIAL LTDA;SP;191;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/04/2009;08/04/2009;14/04/2009;12/05/2009;C09040001761;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;84;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/04/2009;08/04/2009;14/04/2009;08/05/2009;C09040001842;175;RMTJ IMPRESSOES LTDA;SP;30;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Encerrada
08/04/2009;08/04/2009;14/04/2009;08/05/2009;C09040001923;147;Carmel Comercial Ltda;SP;101;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/04/2009;08/04/2009;14/04/2009;12/05/2009;C09040002067;118;DISTRIFILM COMERCIAL LTDA;SP;66;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/04/2009;08/04/2009;14/04/2009;08/05/2009;C09040002148;221;S/A O Estado de São Paulo;SP;50;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Encerrada
09/04/2009;09/04/2009;22/04/2009;20/05/2009;C09040002490;210;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;MG;28;3;Órgãos Públicos e Empresas Estatais;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Encerrada
13/04/2009;13/04/2009;22/04/2009;25/05/2009;C09040002571;123;Dimex do Triângulo Ltda;MG;50;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
