Data Solicitação;Data Aprovação;Data Programada;Data Recebimento;Número Solicitação;Cod. Cliente;Razão Social;UF Cliente;Qtd. Cartuchos;Cód. Categoria;Desc. Categoria;Transportadora;Status
02/03/2009;02/03/2009;09/03/2009;23/03/2009;C09030000169;123;Dimex do Triângulo Ltda;MG;74;4;Revendedor;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Encerrada
02/03/2009;02/03/2009;05/03/2009;23/03/2009;C09030000240;152;ALLDORA TECNOLOGIA LTDA;SP;56;4;Revendedor;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Encerrada
03/03/2009;04/03/2009;06/03/2009;23/03/2009;C09030000320;233;pro-x ind.ecom.de artigos esportivos ltda;sp;19;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Encerrada
03/03/2009;04/03/2009;09/03/2009;23/03/2009;C09030000401;130;COMPANHIA DO METROPOLITANO DE SÃO PAULO;SP;150;3;Órgãos Públicos e Empresas Estatais;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Encerrada
04/03/2009;04/03/2009;12/03/2009;;C09030000592;132;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;RJ;200;3;Órgãos Públicos e Empresas Estatais;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Em trânsito
06/03/2009;06/03/2009;09/03/2009;24/03/2009;C09030000754;118;DISTRIFILM COMERCIAL LTDA;SP;117;4;Revendedor;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Encerrada
09/03/2009;09/03/2009;11/03/2009;24/03/2009;C09030000835;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;63;4;Revendedor;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Encerrada
09/03/2009;09/03/2009;11/03/2009;23/03/2009;C09030000916;234;Renato Sievers ME;SP;35;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Encerrada
09/03/2009;09/03/2009;11/03/2009;;C09030001050;126;DEPARTAMENTO ESTADUAL DE TRANSITO;BA;200;3;Órgãos Públicos e Empresas Estatais;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Em trânsito
09/03/2009;09/03/2009;11/03/2009;;C09030001130;235;CLINICA ZANELLO DIAG. POR IMAGEM;SP;10;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
10/03/2009;10/03/2009;12/03/2009;;C09030001211;171;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;SP;55;4;Revendedor;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
10/03/2009;10/03/2009;12/03/2009;24/03/2009;C09030001300;172;BANCO ABN AMRO REAL S/A ;SP;961;5;Empresas / Estado de São Paulo;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Encerrada
10/03/2009;11/03/2009;20/03/2009;;C09030001564;236;Bioenergética Vale do Paracatu;MG;50;6;Empresas / Estados RJ; MG e ES;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Em trânsito
11/03/2009;11/03/2009;13/03/2009;23/03/2009;C09030001645;221;S/A O Estado de São Paulo;SP;50;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Encerrada
11/03/2009;11/03/2009;13/03/2009;23/03/2009;C09030001726;237;ZONA LIVRE LOGISTICA LTDA;SP;6;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Encerrada
12/03/2009;12/03/2009;18/03/2009;;C09030001807;189;Furnas Centrais Elétricas S/A;RJ;430;3;Órgãos Públicos e Empresas Estatais;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Em trânsito
13/03/2009;13/03/2009;16/03/2009;24/03/2009;C09030001998;139;OKIDATA DO BRASIL INFORMÁTICA;SP;35;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Encerrada
16/03/2009;16/03/2009;18/03/2009;;C09030002374;182;Klima Campinas Tecnologia Ltda;SP;81;4;Revendedor;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
16/03/2009;16/03/2009;18/03/2009;;C09030002455;118;DISTRIFILM COMERCIAL LTDA;SP;68;4;Revendedor;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
16/03/2009;16/03/2009;24/03/2009;;C09030002536;132;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;RJ;200;3;Órgãos Públicos e Empresas Estatais;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Em trânsito
16/03/2009;16/03/2009;24/03/2009;;C09030002617;239;HELIOPRINT LOCADORA DE EQUIPAMENTOS LTDA;SC;67;4;Revendedor;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Em trânsito
16/03/2009;17/03/2009;20/03/2009;;C09030002706;133;AMC Comunicação S/C Ltda;SP;7;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
16/03/2009;17/03/2009;20/03/2009;;C09030002889;194;Equipa Máquinas e Utensílios para Escritórios Ltda;SP;87;4;Revendedor;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
17/03/2009;17/03/2009;25/03/2009;;C09030003346;203;Lunes 3 Comércio de Máquinas e Suprimentos Gráficos Ltda;RS;28;7;Empresas / Estados PR; SC e RS;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Em trânsito
17/03/2009;17/03/2009;20/03/2009;;C09030003508;152;ALLDORA TECNOLOGIA LTDA;SP;66;4;Revendedor;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
17/03/2009;;;;C09030003699;152;ALLDORA TECNOLOGIA LTDA;SP;66;4;Revendedor;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Rejeitada
17/03/2009;18/03/2009;25/03/2009;;C09030003770;240;Secretaria de Estado de Educação;pa;3000;3;Órgãos Públicos e Empresas Estatais;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Em trânsito
18/03/2009;18/03/2009;26/03/2009;;C09030003850;123;Dimex do Triângulo Ltda;MG;46;4;Revendedor;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Em trânsito
18/03/2009;18/03/2009;23/03/2009;;C09030003931;150;Hotal Camping Estância Atibainha Ltda.;SP;25;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
18/03/2009;18/03/2009;25/03/2009;;C09030004075;241;INSTITUTO NACIONAL DO SEGURO SOCIAL  ;PR;451;3;Órgãos Públicos e Empresas Estatais;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Em trânsito
18/03/2009;18/03/2009;20/03/2009;;C09030004156;171;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;SP;49;4;Revendedor;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
19/03/2009;19/03/2009;23/03/2009;;C09030004237;119;BIRD SOLUTION LTDA;SP;132;4;Revendedor;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
23/03/2009;23/03/2009;25/03/2009;;C09030004580;118;DISTRIFILM COMERCIAL LTDA;SP;72;4;Revendedor;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
23/03/2009;23/03/2009;30/03/2009;;C09030004660;242;Casa Militar do Governador;ba;80;3;Órgãos Públicos e Empresas Estatais;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Em trânsito
24/03/2009;25/03/2009;27/03/2009;;C09030005209;221;S/A O Estado de São Paulo;SP;50;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
25/03/2009;25/03/2009;27/03/2009;;C09030005390;175;RMTJ IMPRESSOES LTDA;SP;127;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
25/03/2009;25/03/2009;27/03/2009;;C09030005470;243;RSG Serviços Graficos Ltda;SP;18;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
25/03/2009;26/03/2009;;;C09030005551;206;FIAT DO BRASIL S/A;MG;15;6;Empresas / Estados RJ; MG e ES;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Cancelada
25/03/2009;26/03/2009;03/04/2009;;C09030005632;206;FIAT DO BRASIL S/A;MG;31;6;Empresas / Estados RJ; MG e ES;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Em trânsito
26/03/2009;26/03/2009;03/04/2009;;C09030005802;136;BELOCOPY COMERCIO DE EQUIPAMENTOS REPROGRAFICOS LTDA;MG;200;4;Revendedor;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Em trânsito
26/03/2009;26/03/2009;30/03/2009;;C09030005985;101;ACC BRASIL IND.E COM.DE COMPUTADORES LTDA-ACCEPT ;SP;15;4;Revendedor;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Em trânsito
27/03/2009;27/03/2009;03/04/2009;;C09030006019;244;FIAT S/A;MG;15;6;Empresas / Estados RJ; MG e ES;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Em trânsito
27/03/2009;27/03/2009;27/03/2009;27/03/2009;C09030006108;191;Ultrapel Locação e Serviços Ltda;RJ;21;4;Revendedor;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Encerrada
27/03/2009;27/03/2009;27/03/2009;27/03/2009;C09030006361;153;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;36;4;Revendedor;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Encerrada
27/03/2009;27/03/2009;27/03/2009;27/03/2009;C09030006442;153;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;5;4;Revendedor;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Encerrada
27/03/2009;27/03/2009;31/03/2009;;C09030006523;245;Sollus Gestora de Terras Ltda;SP;15;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
27/03/2009;27/03/2009;31/03/2009;;C09030006604;246;In Press Assessoria de Imprensa;SP;14;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
