9/11/2007;C07090007317;8;NEXXIA;200;;Aguardando coleta
9/11/2007;C07090007589;8;NEXXIA;200;;Aguardando coleta
9/12/2007;C07090010377;8;NEXXIA;400;;Aguardando coleta
9/12/2007;C07090010458;8;NEXXIA;500;;Aguardando coleta
9/12/2007;C07090010539;8;NEXXIA;500;;Aguardando coleta
9/12/2007;C07090010610;8;NEXXIA;500;;Aguardando coleta
9/12/2007;C07090010709;8;NEXXIA;500;;Aguardando coleta
9/12/2007;C07090010881;8;NEXXIA;500;9/13/2007;Em trânsito
9/12/2007;C07090010962;8;NEXXIA;400;9/13/2007;Em trânsito
9/12/2007;C07090011004;8;NEXXIA;300;9/13/2007;Encerrada
9/12/2007;C07090011187;8;NEXXIA;40;9/13/2007;Encerrada
9/12/2007;C07090011268;8;NEXXIA;400;9/12/2007;Encerrada
9/12/2007;C07090011349;8;NEXXIA;1000;9/12/2007;Encerrada
9/12/2007;C07090011420;8;NEXXIA;3000;9/12/2007;Encerrada
9/16/2007;C07090013392;8;NEXXIA;500;9/16/2007;Encerrada
9/16/2007;C07090013473;8;NEXXIA;300;9/16/2007;Em trânsito
9/16/2007;C07090013716;8;NEXXIA;400;9/16/2007;Encerrada
9/16/2007;C07090013805;8;NEXXIA;200;9/16/2007;Em trânsito
9/16/2007;C07090013988;8;NEXXIA;500;9/16/2007;Em trânsito
9/17/2007;C07090014100;8;NEXXIA;400;9/17/2007;Encerrada
9/17/2007;C07090014283;8;NEXXIA;1000;9/17/2007;Encerrada
9/17/2007;C07090015840;8;NEXXIA;500;;Aguardando coleta
9/17/2007;C07090015921;8;NEXXIA;300;;Aguardando coleta
9/17/2007;C07090016065;8;NEXXIA;100;;Aguardando coleta
9/17/2007;C07090016146;8;NEXXIA;500;;Aguardando coleta
9/17/2007;C07090016227;8;NEXXIA;500;;Aguardando coleta
9/17/2007;C07090016308;8;NEXXIA;500;;Aguardando coleta
9/17/2007;C07090016499;8;NEXXIA;200;;Aguardando coleta
9/17/2007;C07090016570;8;NEXXIA;500;;Aguardando coleta
9/17/2007;C07090016650;8;NEXXIA;400;;Aguardando coleta
9/17/2007;C07090016731;8;NEXXIA;400;;Aguardando coleta
9/17/2007;C07090016812;8;NEXXIA;200;;Aguardando coleta
9/17/2007;C07090016901;8;NEXXIA;400;;Aguardando coleta
9/17/2007;C07090017037;8;NEXXIA;300;;Aguardando coleta
9/17/2007;C07090017118;8;NEXXIA;400;;Aguardando coleta
9/17/2007;C07090017207;8;NEXXIA;200;;Aguardando coleta
9/17/2007;C07090017380;8;NEXXIA;400;;Aguardando coleta
9/17/2007;C07090017460;8;NEXXIA;400;;Aguardando coleta
9/17/2007;C07090017541;8;NEXXIA;500;;Aguardando coleta
9/17/2007;C07090017622;8;NEXXIA;400;;Aguardando coleta
9/17/2007;C07090017703;8;NEXXIA;400;;Aguardando coleta
9/17/2007;C07090017894;8;NEXXIA;400;;Aguardando coleta
9/17/2007;C07090017975;8;NEXXIA;300;;Aguardando coleta
9/17/2007;C07090018009;8;NEXXIA;200;;Aguardando coleta
9/17/2007;C07090018190;8;NEXXIA;400;;Aguardando coleta
9/17/2007;C07090018270;8;NEXXIA;300;;Aguardando coleta
9/17/2007;C07090018432;8;NEXXIA;300;9/18/2007;Em trânsito
9/17/2007;C07090018513;8;NEXXIA;500;9/18/2007;Em trânsito
9/17/2007;C07090018602;8;NEXXIA;400;9/18/2007;Encerrada
9/17/2007;C07090018785;8;NEXXIA;300;9/18/2007;Encerrada
9/17/2007;C07090018866;8;NEXXIA;400;9/17/2007;Encerrada
9/17/2007;C07090018947;8;NEXXIA;300;9/17/2007;Encerrada
