Data Solicitação;Data Aprovação;Data Programada;Data Recebimento;Número Solicitação;Cod. Cliente;Razão Social;UF Cliente;Qtd. Cartuchos;Cód. Categoria;Desc. Categoria;Transportadora;Status
05/05/2014;;;;C14050001019;;;;10;;;;Em espera de Aprovação
11/03/2008;11/03/2008;11/05/2008;12/01/2008;C08110000361;158;ACC BRASIL INDUSTRIA E COMERCIO DE COMPUTADORES LTDA ;SP;28;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
12/10/2008;12/10/2008;12/12/2008;03/10/2009;C08120003665;158;ACC BRASIL INDUSTRIA E COMERCIO DE COMPUTADORES LTDA ;SP;17;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
03/26/2009;03/26/2009;03/30/2009;04/23/2009;C09030005985;101;ACC BRASIL INDUSTRIA E COMERCIO DE COMPUTADORES LTDA ;SP;15;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/12/2009;05/12/2009;05/15/2009;07/08/2009;C09050001616;158;ACC BRASIL INDUSTRIA E COMERCIO DE COMPUTADORES LTDA ;SP;26;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/14/2009;07/14/2009;07/20/2009;;C09070002405;101;ACC BRASIL INDUSTRIA E COMERCIO DE COMPUTADORES LTDA ;SP;66;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
09/08/2009;09/09/2009;09/18/2009;11/05/2009;C09090001749;158;ACC BRASIL INDUSTRIA E COMERCIO DE COMPUTADORES LTDA ;SP;54;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
02/11/2010;02/12/2010;02/19/2010;04/16/2010;C10020001700;158;ACC BRASIL INDUSTRIA E COMERCIO DE COMPUTADORES LTDA ;SP;101;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/12/2010;04/12/2010;04/15/2010;06/23/2010;C10040002249;158;ACC BRASIL INDUSTRIA E COMERCIO DE COMPUTADORES LTDA ;SP;20;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/24/2010;06/29/2010;07/19/2010;;C10060004425;158;ACC BRASIL INDUSTRIA E COMERCIO DE COMPUTADORES LTDA ;SP;37;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
09/01/2010;09/03/2010;11/03/2010;10/31/2010;C10090000100;158;ACC BRASIL INDUSTRIA E COMERCIO DE COMPUTADORES LTDA ;SP;25;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
02/09/2011;02/09/2011;02/10/2011;03/01/2011;C11020003000;158;ACC BRASIL INDUSTRIA E COMERCIO DE COMPUTADORES LTDA ;SP;15;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
12/06/2011;12/09/2011;01/04/2012;12/22/2011;C11120001328;102;Voluntarios da Patria;SP;6;2;Consumidor Final (PJ);;Encerrada
10/14/2008;10/14/2008;10/16/2008;11/06/2008;C08100002027;102;Voluntarios da Patria;SP;5;2;Consumidor Final (PJ);;Encerrada
11/12/2008;11/13/2008;11/21/2008;12/05/2008;C08110001252;153;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;35;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
11/20/2008;11/21/2008;;;C08110002658;153;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Distrito Federal;68;4;Revendedor;ATLAS LOGÍSTICA LTDA;Cancelada
12/03/2008;12/03/2008;12/10/2008;01/23/2009;C08120001026;153;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;285;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
03/27/2009;03/27/2009;03/27/2009;03/27/2009;C09030006361;153;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;36;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
03/27/2009;03/27/2009;03/27/2009;03/27/2009;C09030006442;153;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;5;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/16/2009;04/16/2009;04/24/2009;05/08/2009;C09040003896;153;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;40;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
02/06/2009;02/06/2009;02/16/2009;03/24/2009;C09020001529;153;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;DF;82;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
02/20/2009;;;;C09020003572;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;DF;270;4;Revendedor;ATLAS LOGÍSTICA LTDA;Rejeitada
02/20/2009;02/20/2009;03/03/2009;03/24/2009;C09020003653;153;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;270;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/16/2009;09/16/2009;09/24/2009;11/04/2009;C09090003440;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/30/2009;11/03/2009;11/12/2009;02/19/2010;C09100006462;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/21/2009;;;;C09070003207;288;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;142;4;Revendedor;ATLAS LOGÍSTICA LTDA;Rejeitada
07/21/2009;;;;C09070003398;288;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;142;4;Revendedor;ATLAS LOGÍSTICA LTDA;Rejeitada
05/21/2009;05/22/2009;05/29/2009;08/12/2009;C09050004631;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/22/2009;06/23/2009;06/26/2009;08/12/2009;C09060002542;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/19/2010;08/24/2010;08/27/2010;11/08/2010;C10080003696;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/30/2010;07/05/2010;07/21/2010;08/26/2011;C10060005820;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/09/2010;08/10/2010;08/27/2010;08/24/2011;C10080001308;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/30/2010;10/05/2010;11/03/2010;12/22/2010;C10090005322;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;70;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
11/03/2010;11/04/2010;11/18/2010;10/04/2011;C10110000649;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;120;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
11/18/2010;11/18/2010;;;C10110003583;288;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;12;4;Revendedor;ATLAS LOGÍSTICA LTDA;Cancelada
11/18/2010;;;;C10110003664;288;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;DF;12;4;Revendedor;ATLAS LOGÍSTICA LTDA;Rejeitada
12/16/2010;12/17/2010;12/22/2010;01/17/2011;C10120002466;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/13/2010;04/13/2010;04/20/2010;03/01/2011;C10040002400;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
12/08/2009;;;;C09120001555;288;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;22;4;Revendedor;ATLAS LOGÍSTICA LTDA;Rejeitada
01/11/2010;01/12/2010;02/19/2010;06/24/2010;C10010001503;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;250;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
12/09/2011;12/09/2011;01/04/2012;02/29/2012;C11120002480;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;130;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
11/08/2011;11/09/2011;11/16/2011;12/22/2011;C11110002445;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;150;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/10/2011;10/11/2011;10/19/2011;12/12/2011;C11100002752;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
01/06/2012;01/09/2012;02/01/2012;02/29/2012;C12010001380;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;150;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
02/13/2012;02/14/2012;02/17/2012;02/29/2012;C12020003289;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
03/12/2012;03/13/2012;03/26/2012;;C12030003133;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
03/23/2012;03/27/2012;04/23/2012;;C12030007201;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;SP;36;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
05/04/2012;05/04/2012;06/06/2012;06/05/2012;C12050001241;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/12/2012;06/14/2012;07/30/2012;08/02/2012;C12060002500;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
02/08/2011;02/09/2011;;;C11020002292;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;16;4;Revendedor;ATLAS LOGÍSTICA LTDA;Cancelada
02/03/2011;02/03/2011;02/08/2011;03/01/2011;C11020000753;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
03/21/2011;03/21/2011;03/31/2011;;C11030003623;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Cancelada
04/27/2011;04/27/2011;05/05/2011;07/19/2011;C11040004550;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;180;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/12/2011;05/12/2011;06/03/2011;;C11050003432;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;80;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
06/03/2011;06/03/2011;06/09/2011;07/01/2011;C11060001424;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/14/2011;07/19/2011;07/21/2011;08/25/2011;C11070003241;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;130;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/22/2011;;;;C11070005961;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;150;4;Revendedor;ATLAS LOGÍSTICA LTDA;Rejeitada
08/24/2011;08/25/2011;09/08/2011;;C11080007193;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;130;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
09/26/2011;09/26/2011;10/04/2011;11/18/2011;C11090007200;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;130;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/12/2014;05/12/2014;05/12/2014;07/21/2014;C14050004115;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/15/2014;04/15/2014;04/16/2014;04/29/2014;C14040006123;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/24/2014;04/25/2014;04/29/2014;05/26/2014;C14040009220;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
03/05/2014;03/07/2014;;;C14030000408;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/05/2014;03/07/2014;;;C14030000580;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/11/2014;03/12/2014;;;C14030002877;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;55;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/11/2014;03/12/2014;;;C14030002958;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;DF;55;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/24/2014;03/24/2014;;;C14030007593;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;350;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
03/24/2014;03/24/2014;;;C14030007674;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
05/19/2014;05/20/2014;05/20/2014;07/21/2014;C14050008102;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/05/2014;06/09/2014;06/09/2014;07/24/2014;C14060004665;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/09/2014;;;;C14060005980;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Rejeitada
07/07/2014;07/08/2014;07/08/2014;08/06/2014;C14070002657;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/29/2014;07/30/2014;07/31/2014;08/27/2014;C14070013500;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;600;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/13/2013;08/14/2013;08/20/2013;08/27/2013;C13080005340;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/26/2013;;;;C13080009761;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Rejeitada
08/26/2013;;;;C13080009842;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Rejeitada
08/26/2013;08/27/2013;;;C13080009923;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
08/26/2013;;;;C13080010000;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Rejeitada
08/28/2013;08/29/2013;;;C13080013955;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Cancelada
09/10/2013;09/11/2013;09/23/2013;09/23/2013;C13090002956;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;350;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/23/2013;09/24/2013;09/27/2013;10/16/2013;C13090006781;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;350;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/10/2013;10/10/2013;10/11/2013;10/29/2013;C13100003097;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;150;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
10/24/2013;10/25/2013;10/30/2013;12/03/2013;C13100007912;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;350;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
11/19/2013;11/21/2013;11/22/2013;01/13/2014;C13110006129;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;450;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
12/12/2013;12/12/2013;12/16/2013;01/15/2014;C13120004110;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;450;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
01/03/2014;01/03/2014;01/06/2014;;C14010000429;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;350;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
01/23/2014;01/23/2014;01/27/2014;03/17/2014;C14010006460;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;450;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
02/13/2014;02/14/2014;02/18/2014;04/02/2014;C14020007124;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/16/2012;07/18/2012;08/06/2012;09/10/2012;C12070004157;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/21/2012;09/21/2012;10/04/2012;10/16/2012;C12090007062;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/17/2012;10/18/2012;;;C12100005954;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
11/14/2012;11/19/2012;11/22/2012;12/07/2012;C12110004160;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;150;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
12/26/2012;12/27/2012;;;C12120006573;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/22/2013;01/23/2013;01/28/2013;02/21/2013;C13010006879;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
02/04/2013;02/05/2013;02/06/2013;02/25/2013;C13020000520;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
03/01/2013;03/04/2013;;;C13030000485;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
03/25/2013;03/26/2013;03/29/2013;04/12/2013;C13030008702;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/23/2013;04/24/2013;04/30/2013;06/03/2013;C13040008314;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;600;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/06/2013;05/07/2013;05/13/2013;06/03/2013;C13050001932;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/05/2013;06/06/2013;06/11/2013;06/28/2013;C13060001978;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/20/2013;06/20/2013;06/26/2013;08/07/2013;C13060006180;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/15/2013;07/16/2013;07/22/2013;08/02/2013;C13070005496;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/29/2013;07/30/2013;08/05/2013;;C13070010066;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
08/07/2014;08/07/2014;08/10/2014;08/27/2014;C14080002773;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/25/2014;08/25/2014;;;C14080008038;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
09/15/2014;09/15/2014;;;C14090006100;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
09/23/2014;09/23/2014;;;C14090008820;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;600;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
09/30/2014;10/01/2014;;;C14090011295;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;400;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
10/13/2014;10/14/2014;;;C14100006884;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;400;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
10/30/2014;10/31/2014;;;C14100014399;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Paraná;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
11/17/2014;11/18/2014;;;C14110006062;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;500;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aprovada
08/19/2008;10/31/2008;;;C08080000121;114;Banco Itau ;PR;100;2;Consumidor Final (PJ);ATLAS LOGÍSTICA LTDA;Cancelada
08/22/2008;;;;C08080000202;115;Don Paco Moveis LTDA;SP;21;2;Consumidor Final (PJ);ATLAS LOGÍSTICA LTDA;Rejeitada
08/25/2008;;;;C08080000393;116;A;SP;21;5;Assistência Técnica;;Rejeitada
09/08/2008;09/09/2008;09/09/2008;09/30/2008;C08090000248;118;DISTRIFILM COMERCIAL LTDA;SP;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/15/2008;09/16/2008;09/18/2008;10/30/2008;C08090000400;118;DISTRIFILM COMERCIAL LTDA;SP;217;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/25/2008;09/25/2008;09/29/2008;10/14/2008;C08090001139;118;DISTRIFILM COMERCIAL LTDA;SP;118;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
11/03/2008;11/03/2008;11/05/2008;12/02/2008;C08110000280;118;DISTRIFILM COMERCIAL LTDA;SP;89;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/09/2008;10/09/2008;10/10/2008;11/18/2008;C08100001560;118;DISTRIFILM COMERCIAL LTDA;SP;331;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/23/2008;10/23/2008;10/24/2008;;C08100003694;118;DISTRIFILM COMERCIAL LTDA;SP;96;4;Revendedor;ATLAS LOGÍSTICA LTDA;Cancelada
11/24/2008;11/24/2008;11/24/2008;11/24/2008;C08110003549;118;DISTRIFILM COMERCIAL LTDA;SP;90;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
11/26/2008;11/27/2008;11/28/2008;02/06/2009;C08110003891;118;DISTRIFILM COMERCIAL LTDA;SP;99;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
11/14/2008;11/17/2008;11/19/2008;12/08/2008;C08110001767;118;DISTRIFILM COMERCIAL LTDA;SP;173;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
12/11/2008;12/11/2008;12/15/2008;03/09/2009;C08120003908;118;DISTRIFILM COMERCIAL LTDA;SP;117;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
12/23/2008;12/26/2008;01/06/2009;03/09/2009;C08120005609;118;DISTRIFILM COMERCIAL LTDA;SP;95;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
03/06/2009;03/06/2009;03/09/2009;03/24/2009;C09030000754;118;DISTRIFILM COMERCIAL LTDA;SP;117;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
02/12/2009;02/12/2009;02/16/2009;03/18/2009;C09020002509;118;DISTRIFILM COMERCIAL LTDA;SP;164;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
01/13/2009;01/13/2009;01/19/2009;03/10/2009;C09010000945;118;DISTRIFILM COMERCIAL LTDA;SP;75;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
01/28/2009;01/28/2009;01/29/2009;03/10/2009;C09010005319;118;DISTRIFILM COMERCIAL LTDA;SP;101;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/23/2009;04/23/2009;04/27/2009;05/12/2009;C09040004949;118;DISTRIFILM COMERCIAL LTDA;SP;115;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/06/2009;04/06/2009;04/07/2009;05/12/2009;C09040001680;118;DISTRIFILM COMERCIAL LTDA;SP;191;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/08/2009;04/08/2009;04/14/2009;05/12/2009;C09040002067;118;DISTRIFILM COMERCIAL LTDA;SP;66;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
03/23/2009;03/23/2009;03/25/2009;04/14/2009;C09030004580;118;DISTRIFILM COMERCIAL LTDA;SP;72;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
