Data Solicitação;Data Aprovação;Data Programada;Data Recebimento;Número Solicitação;Cod. Cliente;Razão Social;UF Cliente;Qtd. Cartuchos;Cód. Categoria;Desc. Categoria;Transportadora;Status
04/05/2009;04/05/2009;04/05/2009;04/05/2009;C09050000644;143;Carmel Comercial Ltda;SP;53;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/05/2009;04/05/2009;07/05/2009;;C09050000725;258;Geojá Mapas Digitais;SP;30;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Cancelada
04/05/2009;04/05/2009;04/05/2009;04/05/2009;C09050000806;186;Furnas Centrais Elétricas S/A;RJ;70;3;Órgãos Públicos e Empresas Estatais;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Encerrada
05/05/2009;05/05/2009;07/05/2009;08/07/2009;C09050000997;171;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;SP;76;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/05/2009;06/05/2009;15/05/2009;01/07/2009;C09050001101;151;H2L EQUIPAMENTOS SISTEMAS LTDA;MS;70;4;Revendedor;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Encerrada
07/05/2009;07/05/2009;11/05/2009;;C09050001292;119;BIRD SOLUTION LTDA;SP;133;4;Revendedor;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
07/05/2009;07/05/2009;11/05/2009;08/07/2009;C09050001373;237;ZONA LIVRE LOGISTICA LTDA;SP;5;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Encerrada
11/05/2009;11/05/2009;13/05/2009;08/07/2009;C09050001535;118;DISTRIFILM COMERCIAL LTDA;SP;117;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
12/05/2009;12/05/2009;15/05/2009;08/07/2009;C09050001616;158;ACC BRASIL IND.E COM.DE COMPUTADORES LTDA-ACCEPT ;SP;26;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
12/05/2009;12/05/2009;;;C09050001705;259;Teste Teste;SP;15;2;Usuário Final-cadastro com CPF (à partir de 15 cart.);DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Cancelada
13/05/2009;14/05/2009;22/05/2009;;C09050002507;123;Dimex do Triângulo Ltda;MG;47;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
13/05/2009;14/05/2009;19/05/2009;;C09050002698;221;S/A O Estado de São Paulo;SP;52;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
14/05/2009;14/05/2009;20/05/2009;08/07/2009;C09050002779;163;cprinter informatica e comercio ltda epp;SP;71;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
14/05/2009;14/05/2009;19/05/2009;08/07/2009;C09050002850;152;ALLDORA TECNOLOGIA LTDA;SP;61;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
14/05/2009;15/05/2009;20/05/2009;;C09050002930;194;Equipa Máquinas e Utensílios para Escritórios Ltda;SP;85;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
19/05/2009;19/05/2009;22/05/2009;08/07/2009;C09050004127;130;COMPANHIA DO METROPOLITANO DE SÃO PAULO;SP;150;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
19/05/2009;19/05/2009;22/05/2009;01/07/2009;C09050004208;186;Furnas Centrais Elétricas S/A;RJ;621;3;Órgãos Públicos e Empresas Estatais;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Encerrada
19/05/2009;19/05/2009;19/05/2009;19/05/2009;C09050004399;130;COMPANHIA DO METROPOLITANO DE SÃO PAULO;SP;400;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
21/05/2009;22/05/2009;29/05/2009;;C09050004631;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
22/05/2009;22/05/2009;27/05/2009;;C09050004801;163;cprinter informatica e comercio ltda epp;SP;20;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
22/05/2009;22/05/2009;29/05/2009;;C09050004984;132;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;RJ;250;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Em trânsito
25/05/2009;25/05/2009;28/05/2009;;C09050005018;172;BANCO ABN AMRO REAL S/A ;SP;445;5;Empresas / Estado de São Paulo;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Em trânsito
25/05/2009;25/05/2009;27/05/2009;;C09050005107;260;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;SP;100;4;Revendedor;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
25/05/2009;26/05/2009;28/05/2009;;C09050005280;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;104;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
26/05/2009;26/05/2009;28/05/2009;;C09050005360;261;SAO DOMINGOS SA INDUSTRIA GRAFICA;SP;48;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
27/05/2009;27/05/2009;05/06/2009;;C09050005522;231;PRODUS PRODUTOS E SOLUÇÕES PARA INFORMATICA LTDA;BA;75;4;Revendedor;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Em trânsito
27/05/2009;27/05/2009;29/05/2009;;C09050005603;148;must eventos e desenvolvimento ltda.;sp;15;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
27/05/2009;27/05/2009;05/06/2009;;C09050005794;123;Dimex do Triângulo Ltda;MG;41;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
27/05/2009;27/05/2009;05/06/2009;;C09050005875;207;Instituto Nacional de Traumatologia e Ortopedia;RJ;44;3;Órgãos Públicos e Empresas Estatais;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Em trânsito
27/05/2009;27/05/2009;29/05/2009;;C09050005956;221;S/A O Estado de São Paulo;SP;50;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
27/05/2009;27/05/2009;05/06/2009;;C09050006090;262;B2BR - Business to Business Informática do Brasil S/A;DF;176;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
27/05/2009;27/05/2009;05/06/2009;;C09050006170;262;B2BR - Business to Business Informática do Brasil S/A;DF;104;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
28/05/2009;28/05/2009;18/06/2009;;C09050006251;132;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;RJ;250;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Em trânsito
