Data Solicitação;Data Aprovação;Data Programada;Data Recebimento;Número Solicitação;Cod. Cliente;Razão Social;UF Cliente;Qtd. Cartuchos;Cód. Categoria;Desc. Categoria;Transportadora;Status
01/06/2009;04/06/2009;10/06/2009;;C09060000256;265;Adriana Pegoraro;SP;23;2;Usuário Final-cadastro com CPF (à partir de 15 cart.);ATLAS LOGÍSTICA LTDA;Em trânsito
02/06/2009;04/06/2009;08/06/2009;;C09060000418;118;DISTRIFILM COMERCIAL LTDA;SP;91;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
02/06/2009;04/06/2009;10/06/2009;;C09060000507;182;Klima Campinas Tecnologia Ltda;SP;71;4;Revendedor;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
03/06/2009;04/06/2009;10/06/2009;;C09060000680;148;must eventos e desenvolvimento ltda.;sp;5;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
08/06/2009;10/06/2009;17/06/2009;;C09060000760;118;DISTRIFILM COMERCIAL LTDA;SP;36;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
09/06/2009;10/06/2009;26/06/2009;;C09060000841;212;copylink equipamentos para escritorio ltda;pr;31;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
09/06/2009;10/06/2009;12/06/2009;;C09060000922;163;cprinter informatica e comercio ltda epp;SP;20;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
09/06/2009;10/06/2009;12/06/2009;;C09060001066;221;S/A O Estado de São Paulo;SP;60;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
09/06/2009;10/06/2009;26/06/2009;;C09060001147;206;FIAT DO BRASIL S/A;MG;36;6;Empresas / Estados RJ; MG e ES;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Em trânsito
10/06/2009;10/06/2009;15/06/2009;;C09060001228;267;Patrix comercio distribuidora Ltda;rj;200;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Em trânsito
10/06/2009;10/06/2009;26/06/2009;;C09060001309;268;Empresa Gráfica da Bahia - EGBA;BA;91;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Em trânsito
10/06/2009;10/06/2009;18/06/2009;;C09060001490;269;Sanoh do Brasil Industria e Comercio de Produtos Automotivos Ltda;SP;8;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
10/06/2009;10/06/2009;18/06/2009;;C09060001570;171;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;SP;82;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
10/06/2009;10/06/2009;18/06/2009;;C09060001651;194;Equipa Máquinas e Utensílios para Escritórios Ltda;SP;87;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
12/06/2009;16/06/2009;18/06/2009;;C09060001732;119;BIRD SOLUTION LTDA;SP;202;4;Revendedor;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
16/06/2009;17/06/2009;26/06/2009;;C09060001813;123;Dimex do Triângulo Ltda;MG;35;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
16/06/2009;17/06/2009;23/06/2009;;C09060001902;270;Grafica e Editora Sanroquense Ltda;SP;51;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
17/06/2009;17/06/2009;22/06/2009;;C09060002038;134;CD STUDIO;SP;25;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
18/06/2009;19/06/2009;22/06/2009;;C09060002208;175;RMTJ IMPRESSOES LTDA;SP;163;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
19/06/2009;22/06/2009;26/06/2009;;C09060002380;231;PRODUS PRODUTOS E SOLUÇÕES PARA INFORMATICA LTDA;BA;44;4;Revendedor;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Em trânsito
22/06/2009;22/06/2009;26/06/2009;;C09060002461;271;Galache Engenharia Ltda;SP;61;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
22/06/2009;23/06/2009;26/06/2009;;C09060002542;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
22/06/2009;23/06/2009;26/06/2009;;C09060002623;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;130;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
22/06/2009;23/06/2009;26/06/2009;;C09060002704;118;DISTRIFILM COMERCIAL LTDA;SP;146;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
22/06/2009;23/06/2009;26/06/2009;;C09060002895;143;Carmel Comercial Ltda;SP;150;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
24/06/2009;24/06/2009;29/06/2009;;C09060003000;272;SIDE CINEMA LTDA;SP;29;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
24/06/2009;24/06/2009;08/07/2009;;C09060003190;203;Lunes 3 Comércio de Máquinas e Suprimentos Gráficos Ltda;RS;63;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
25/06/2009;25/06/2009;29/06/2009;;C09060003271;118;DISTRIFILM COMERCIAL LTDA;SP;65;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
25/06/2009;25/06/2009;29/06/2009;;C09060003352;221;S/A O Estado de São Paulo;SP;50;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
25/06/2009;25/06/2009;29/06/2009;;C09060003433;152;ALLDORA TECNOLOGIA LTDA;SP;87;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
25/06/2009;26/06/2009;08/07/2009;;C09060003514;273;TELDATA INFORMÁTICA E TELECOMUNICAÇÕES LTDA.;SP;10;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
26/06/2009;26/06/2009;02/07/2009;;C09060003603;275;IDEECON CONSULTORIA EMPESARIAL LTDA;SP;7;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
26/06/2009;26/06/2009;02/07/2009;;C09060003786;130;COMPANHIA DO METROPOLITANO DE SÃO PAULO;SP;135;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Em trânsito
26/06/2009;26/06/2009;02/07/2009;;C09060003867;136;BELOCOPY COMERCIO DE EQUIPAMENTOS REPROGRAFICOS LTDA;MG;65;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
26/06/2009;26/06/2009;01/07/2009;;C09060003948;194;Equipa Máquinas e Utensílios para Escritórios Ltda;SP;107;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
29/06/2009;29/06/2009;03/07/2009;;C09060004162;276;Consórcio Mananciais;SP;11;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
29/06/2009;29/06/2009;03/07/2009;;C09060004243;277;ACE SCHMERSAL ELETROELETRONICA INDUSTRIAL LTDA;SP;114;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
30/06/2009;30/06/2009;03/07/2009;;C09060004324;278;Converge Promoções Eventos e Editora Ltda;SP;13;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
30/06/2009;30/06/2009;03/07/2009;;C09060004596;279;Lincx Sistema de Saúde LTDA.;SP;150;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Cancelada
