Data Solicitação;Data Aprovação;Data Programada;Data Recebimento;Número Solicitação;Cod. Cliente;Razão Social;UF Cliente;Qtd. Cartuchos;Cód. Categoria;Desc. Categoria;Transportadora;Status
02/09/2009;02/09/2009;08/09/2009;;C09090000181;118;DISTRIFILM COMERCIAL LTDA;SP;196;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
02/09/2009;02/09/2009;08/09/2009;;C09090000343;294;AHESE ENGENHARIA LTDA.;SP;12;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
02/09/2009;02/09/2009;22/09/2009;;C09090000424;121;Multh Comércio Materiais Equipamentos Ltda;SP;400;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
02/09/2009;02/09/2009;08/09/2009;;C09090000505;194;Equipa Máquinas e Utensílios para Escritórios Ltda;SP;128;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
02/09/2009;02/09/2009;09/09/2009;;C09090000696;152;ALLDORA TECNOLOGIA LTDA;SP;98;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
03/09/2009;03/09/2009;11/09/2009;;C09090000777;123;Dimex do Triângulo Ltda;MG;43;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
03/09/2009;;;;C09090000858;204;zol Design Ltda;SP;5;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Rejeitada
03/09/2009;03/09/2009;08/09/2009;;C09090000939;204;zol Design Ltda;SP;5;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
03/09/2009;04/09/2009;14/09/2009;;C09090001153;295;MBM PRODUTOS DE ESCRITORIO E INFORMATICA LTDA;GO;15;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
03/09/2009;04/09/2009;09/09/2009;;C09090001234;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;50;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
04/09/2009;09/09/2009;24/09/2009;;C09090001587;269;Sanoh do Brasil Industria e Comercio de Produtos Automotivos Ltda;SP;10;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
08/09/2009;09/09/2009;15/09/2009;;C09090001668;118;DISTRIFILM COMERCIAL LTDA;SP;53;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
08/09/2009;09/09/2009;18/09/2009;;C09090001749;158;ACC BRASIL IND.E COM.DE COMPUTADORES LTDA-ACCEPT ;SP;54;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
09/09/2009;09/09/2009;18/09/2009;;C09090001820;221;S/A O Estado de São Paulo;SP;60;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
10/09/2009;11/09/2009;17/09/2009;;C09090001900;263;Forprint Com. e Serv. de Informática Ltda.;SP;8;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
10/09/2009;11/09/2009;21/09/2009;;C09090002044;118;DISTRIFILM COMERCIAL LTDA;SP;146;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
11/09/2009;11/09/2009;22/09/2009;;C09090002125;252;CERVEJARIA PETROPOLIS S/A;SP;48;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
11/09/2009;11/09/2009;18/09/2009;;C09090002206;194;Equipa Máquinas e Utensílios para Escritórios Ltda;SP;65;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
11/09/2009;11/09/2009;18/09/2009;;C09090002397;296;AESSEAL BRASIL LTDA;SP;12;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Em trânsito
11/09/2009;11/09/2009;18/09/2009;;C09090002478;228;FK EQUIPAMENTOS PARA ESCRITÓRIO LTDA.;SP;248;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
