Data Solicitação;Data Aprovação;Data Programada;Data Recebimento;Número Solicitação;Cod. Cliente;Razão Social;UF Cliente;Qtd. Cartuchos;Cód. Categoria;Desc. Categoria;Transportadora;Status
01/12/2008;01/12/2008;03/12/2008;;C08120000135;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;135;4;Revendedor;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
02/12/2008;02/12/2008;05/12/2008;;C08120000488;135;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;SP;114;4;Revendedor;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
03/12/2008;03/12/2008;05/12/2008;;C08120000992;130;COMPANHIA DO METROPOLITANO DE SÃO PAULO;SP;85;3;Órgãos Públicos e Empresas Estatais;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
03/12/2008;03/12/2008;10/12/2008;;C08120001026;153;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;PR;285;4;Revendedor;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Em trânsito
03/12/2008;03/12/2008;11/12/2008;;C08120001107;136;BELOCOPY COMERCIO DE EQUIPAMENTOS REPROGRAFICOS LTDA;MG;135;4;Revendedor;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Em trânsito
03/12/2008;03/12/2008;04/12/2008;;C08120001298;163;cprinter informatica e comercio ltda epp;SP;90;4;Revendedor;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
03/12/2008;03/12/2008;05/12/2008;;C08120001379;198;INTERPRINT LTDA;SP;14;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
03/12/2008;03/12/2008;05/12/2008;;C08120001450;199;espaço2 arquitetura e comunicação visual s/s ltda;sp;8;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Em trânsito
03/12/2008;03/12/2008;08/12/2008;;C08120001530;139;OKIDATA DO BRASIL INFORMÁTICA;SP;20;5;Empresas / Estado de São Paulo;LEMAR COMER. E TRANSPORTADORA LTDA EPP  ;Cancelada
04/12/2008;04/12/2008;15/12/2008;;C08120001611;123;Dimex do Triângulo Ltda;MG;47;4;Revendedor;DELTA RECORDS COM. SERV. E ARMAZ.LTDA   ;Em trânsito
